,name,desc_sub,location,origin,roast,est_price,review_date,agtron,aroma,acid,body,flavor,aftertaste,with_milk,desc_1,desc_2,desc_3
490,Nicaragua La Benedicion SL28 Natural,"Deep, chocolaty, fruit-forward. Black cherry, almo","Minneapolis, Minnesota","Nueva Segovia, Nicaragua",Light,$19.95/6 ounces,August 2020,62/80,9.0,9.0,9.0,9.0,8.0,,"Deep, chocolaty, fruit-forward. Black cherry, almond nougat, frankincense, fresh-cut oak, honey in aroma and cup. Sweet-tart structure with bright, winy acidity; viscous, creamy mouthfeel. Focused fruit-forward finish with undertones of honey.","Produced by Luis Alberto entirely of the Kenya-originated SL28 variety of Arabica and processed by the natural method. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","Interesting for several reasons: variety (Kenya’s famous SL28), origin (Nicaragua) and processing method (dried-in-the-fruit or natural) — a trifecta of compelling reasons to experience this innovative coffee."
491,Colombia Tolima Geisha,"Delicate, fruit- and floral-toned. Apricot, honeys","Minneapolis, Minnesota","Tolima, Colombia",Light,$19.98/4 ounces,August 2020,62/82,9.0,9.0,9.0,9.0,8.0,,"Delicate, fruit- and floral-toned. Apricot, honeysuckle, cocoa nib, white peppercorn, myrrh in aroma and cup. Deeply sweet structure with gently bright acidity; silky-smooth mouthfeel. Quiet but pretty finish with notes of apricot and white peppercorn and a hint of honeysuckle in the long.","Produced by Israel Hernandez of Finca Buenos Aires entirely of the Geisha variety of Arabica and processed by the washed method. Available as part of a Geisha sampler of three coffees. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","A complex, original washed-process Colombia Geisha that hits all of the celebrated Geisha notes: stonefruit, sweet flowers, gentle spice notes, crisp cocoa."
492,Ethiopia Guji Hambela Buku Abel Natural G1,"Fruit-forward, sweetly nut-toned. Blueberry, almon","Douliou City, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,NT $400/222 grams,August 2020,59/77,9.0,8.0,9.0,9.0,8.0,,"Fruit-forward, sweetly nut-toned. Blueberry, almond butter, baking chocolate, narcissus, cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; full, creamy mouthfeel. The resonant finish centers around notes of blueberry and baking chocolate with undertones of cedar.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with washed coffees. Atom Coffee is a specialty roaster based in Douliou City, Taiwan. For more information, visit https://m.facebook.com/atomcoffee2019/.",A cleanly fruit-toned natural-processed Ethiopia cup with prominent berry and chocolate notes throughout and a particularly full mouthfeel.Click here for more information about coffees from Ethiopia.
493,Ethiopia Haro Guta Natural,"Richly aromatic, sweetly tart. Boysenberry, star j","Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,NT $400/8 ounces,August 2020,62/80,9.0,9.0,9.0,9.0,8.0,,"Richly aromatic, sweetly tart. Boysenberry, star jasmine, cocoa nib, almond nougat, a hint of wine barrel in aroma and cup. Tart-leaning structure with juicy, vibrant acidity; lush, syrupy mouthfeel. Notes of boysenberry and cocoa nib animate the crisply sweet finish.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). David's Nose is a specialty coffee roaster based in Taipei, Taiwan whose founder studied agronomy and has a deep interest in crop quality. For more information, visit www.dnose.com.tw.","Delicately fruit-forward, intricately balanced, berry and cocoa-driven with bright, juicy acidity.Click here for more information about coffees from Ethiopia."
494,Ethiopia Yirgacheffe Harfusa G1,"Delicately sweet, spicy. Apricot, freesia-like flo","Douliou City, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,NT $400/220 grams,August 2020,59/77,9.0,9.0,8.0,9.0,8.0,,"Delicately sweet, spicy. Apricot, freesia-like flowers, hazelnut butter, pink peppercorn, cocoa nib in aroma and cup. Sweet-toned structure with lively, citrusy acidity; silky-smooth mouthfeel. Finish consolidates to notes of apricot and pink peppercorn supported by cocoa nib. ","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. Processed by the washed method (fruit skin and pulp are removed before drying). Atom Coffee is a specialty roaster based in Douliou City, Taiwan. For more information, visit https://m.facebook.com/atomcoffee2019/.",A quietly engaging washed Ethiopia cup with juicy acidity and sweet spice tones as a compelling throughline.Click here for more information about coffees from Ethiopia.
495,Kenya AA Kirinyaga Kii,"Deep-toned, richly sweet-savory. Red currant, hop ","Kaohsiung City, Taiwan","Kirinyaga District, south-central Kenya",Medium-Light,NT $600/8 ounces,August 2020,60/78,9.0,9.0,9.0,9.0,9.0,,"Deep-toned, richly sweet-savory. Red currant, hop flowers, cocoa nib, butterscotch, almond butter in aroma and cup. Richly bittersweet, balanced structure with juicy, bright acidity; plush, syrupy mouthfeel. Finish consolidates to cocoa-toned red currant and butterscotch.","Produced by smallholding members of the Rungeto Cooperative Society from trees of the SL34 and SL28 varieties of Arabica. Processed by a particularly meticulous Kenya variation on the traditional wet or “washed” method (fruit skin and pulp are removed before drying). 94 Fresh Coffee is a specialty coffee roaster based in Kaohsiung City that specializes in espresso, including training and machine sales. Wholesale pricing available for all coffees. Visit https://www.facebook.com/94freshcoffee/ for more information.","A fine version of the classic Kenya cup: deep-toned, richly bittersweet, cocoa- and currant-driven.Click here for more information about coffees from Kenya."
496,Ethiopia Gatame Muka Natural,"Richly sweet-tart, fruit-centered. Pomegranate, da","Milwaukee, Wisconsin","Odo Shakiso District, Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,$18.00/12 ounces,August 2020,52/70,9.0,9.0,8.0,9.0,8.0,,"Richly sweet-tart, fruit-centered. Pomegranate, dark chocolate, toffee, cedar, narcissus-like flowers in aroma and cup. Tart-leaning structure with vibrant, juicy acidity; satiny-smooth mouthfeel. Finish consolidates to notes of pomegranate and cedar with dark chocolate undertones.","Produced from distinctive traditional varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Brain Helmet is a Wisconsin-based specialty roaster that provides retails and wholesale coffees, as well as education and training. For more information, visit www.brainhelmetcoffee.com.","A vivacious, bright, fruit-toned natural-processed Ethiopia cup.Click here for more information about coffees from Ethiopia."
497,Ethiopia Duromina,"Delicate, sweetly herbaceous, caramel-toned. Lemon","Milwaukee, Wisconsin","Agaro Gera, Jimma Zone, Oromia Region, Ethiopia",Medium-Light,$20.00/12 ounces,August 2020,54/68,8.0,8.0,8.0,8.0,8.0,,"Delicate, sweetly herbaceous, caramel-toned. Lemon verbena, black tea, caramel, oak, a hint of honeysuckle in aroma and cup. Sweet-toned structure with gentle, round acidity; crisp, velvety mouthfeel. The quiet finish centers around notes of lemon verbena and caramel.","Ethiopia coffees like this one are produced largely from local, indigenous varieties of Arabica. Produced by smallholding members of the Kata Mudaga Cooperative Union and processed by the wet, or washed, method (fruit skin and pulp are removed before drying). Brain Helmet is a Wisconsin-based specialty roaster that provides retails and wholesale coffees, as well as education and training. For more information, visit https://brainhelmetcoffee.com/.","A friendly, accessible washed Ethiopia with sweet herbal notes supporting the caramel-toned center.Click here for more information about coffees from Ethiopia."
498,Ethiopia Shakiso Natural,"Deeply aromatic, richly sweet-tart. Dried ripe che","Salem, Massachusetts","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,$18.00/12 ounces,July 2020,60/74,9.0,8.0,9.0,9.0,8.0,,"Deeply aromatic, richly sweet-tart. Dried ripe cherry, honeysuckle, almond butter, baking chocolate, wine barrel in aroma and cup. Sweetly tart structure with fruit-toned, winy acidity; full, syrupy-smooth mouthfeel. Finish consolidates to notes of almond butter and baking chocolate with support from dried cherry.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with washed coffees. Atomic Coffee Roasters is a retail and wholesale coffee roaster on the North Shore of Massachusetts with a cafe in Beverly and roastery in Salem. Visit www.atomicroastery.com or call 978-910-0489 for more information.","A fruit-centered, natural-processed Guji cup with the slightest, very pleasant, hint of sweet ferment, evocative of an oak barrel that’s held a fine wine.Click here for more information about coffees from Ethiopia."
499,Organic Panorama,"Crisply sweet, floral-toned. Narcissus, plum, almo","Viroqua, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Medium-Light,$18.00/12 ounces,August 2020,60/76,9.0,8.0,9.0,9.0,8.0,,"Crisply sweet, floral-toned. Narcissus, plum, almond, baking chocolate, a hint of bay leaf in aroma and cup. Sweet structure with round, gentle acidity; full, syrupy mouthfeel. Chocolaty and floral finish, crisp and resonant.","Certified USDA organic. Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. It was processed by the wet or washed method (fruit skin and pulp are removed before drying). Ethiopia coffees processed with this method typically express great aromatic complexity and intensity, with a particular emphasis on floral notes. Wonderstate Coffee, formerly Kickapoo Coffee, is an award-winning roaster based in rural Wisconsin known for its commitment to guaranteeing higher pay for farmers and being the country’s first 100% solar-powered roastery. Visit https://wonderstate.com/ for more information.","A vibrant, richly sweet Ethiopia driven by deep floral and chocolate notes throughout.Click here for more information about coffees from Ethiopia."
500,Wush Wush Ginbo Keffa Ethiopia,"Profoundly sweet, fruit-forward, candy-like. Cleme","Eugene, Oregon","Sidama growing region, southern Ethiopia",Medium-Light,$24.00/16 ounces,August 2020,60/74,9.0,9.0,9.0,9.0,9.0,,"Profoundly sweet, fruit-forward, candy-like. Clementine orange, Jolly Rancher, milk chocolate, cane sugar, narcissus in aroma and cup. Sweet-toned structure with juicy, vibrant acidity; viscous, honey-like mouthfeel. The prolonged finish evokes cotton candy laced with milk chocolate.","This exceptional coffee was selected as the No. 14 coffee on Coffee Review’s list of the Top 30 Coffees of 2020.  The coffee tied for the highest rating in a cupping of coffees roasted by Black-owned coffee companies for Coffee Review’s August 2020 report. Produced by smallholding farmers from trees of the rare indigenous Ethiopia Wush Wush variety of Arabica. Processed by fermenting the fresh coffee fruit in an oxygen-free environment before drying it in the whole fruit. Equiano Coffee was founded in 2013 by the Udosenatas family. For more information, visit www.equianocoffee.com.","So headily perfumed that this Ethiopia Wush Wush reads like dessert, redolent with more fruit tones than we can name, enveloped by a rich milk chocolate.Click here for more information about coffees from Ethiopia."
