,est_price,blind_assessment,after_slash,before_slash,before_DOL,rem_D,Euro
93,$18.95/12 ounces,"Richly bittersweet, harmoniously fruit-forward. Dark chocolate, dried black cherry, lavender, fresh-cut oak, tangerine zest in aroma and cup. Integrated, pleasingly bittersweet structure with gentle acidity; full, syrupy mouthfeel. The finish consolidates to notes of dark chocolate, dried black cherry and cedar.",12 ounces,$18.95,,18.95,17.813
94,$23.00/8 ounces,"Evaluated as espresso. Richly sweet, crisply chocolaty. Dark chocolate, hazelnut, candy apple, orange zest, fresh-cut cedar in aroma and cup. Satiny-smooth mouthfeel; resonant, chocolaty finish with hazelnut undertones. In three parts milk, chocolate notes are amplified but remain in balance with hazelnut and cedar suggestions.",8 ounces,$23.00,,23.0,21.619999999999997
95,$16.99/12 ounces,"Deeply chocolaty, sweetly earthy. Dark chocolate, pipe tobacco, date, lily, gently scorched oak in aroma and cup. Sweet structure with gentle, round acidity; crisp, velvety mouthfeel. The mildly drying finish consolidates to notes of pipe tobacco and lightly scorched oak with undertones of dark chocolate.",12 ounces,$16.99,,16.99,15.970599999999997
96,$17.99/12 ounces,"Richly fruit-toned, candy-like. Pineapple saltwater taffy, cotton candy, baking chocolate, orange zest, cedar in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. Crisply sweet finish with notes of cotton candy and orange zest supported by cedar undertones.",12 ounces,$17.99,,17.99,16.9106
97,$17.99/12 ounces,"Sweetly fermenty, chocolaty. Milk chocolate, black cherry, wine barrel, cedar, tangerine zest in aroma and cup. Sweet-tart structure with winey acidity; plush, syrupy mouthfeel. Fruity, chocolaty finish with aromatic wood undertones. ",12 ounces,$17.99,,17.99,16.9106
98,$17.00/12 ounces,"Balanced, deep, floral-toned. Wisteria, cocoa nib, almond nougat, white peach, cedar in aroma and cup. Sweet structure with gently bright, vibrant acidity; full, buttery mouthfeel. The crisp finish centers around notes of wisteria and cocoa nib.",12 ounces,$17.00,,17.0,15.979999999999999
99,$80.00/8 ounces,"Multi-faceted, enticingly sweet-savory. Lychee, cardamom, cocoa nib, fennel, star jasmine in aroma and cup. Savory-sweet structure with vibrantly juicy acidity; syrupy-smooth mouthfeel. Rich-toned, very long finish with leading notes of lychee and cardamom.",8 ounces,$80.00,,80.0,75.19999999999999
100,$39.50/12 ounces,"Delicately fruit- and floral-toned. Magnolia, apricot, amber, cocoa nib, sandalwood in aroma and cup. Sweetly tart with gently bright acidity; vibrantly silky mouthfeel. Resonant finish that leads with notes of magnolia and apricot, rounding to cocoa and amber in the long.",12 ounces,$39.50,,39.5,37.129999999999995
101,$24.00/12 ounces,"Richly sweet-savory. Ripe heirloom tomato, pomegranate, cocoa nib, sage, narcissus in aroma and cup. Complex sweet-savory-tart structure with elegantly bright acidity; plush, syrupy-smooth mouthfeel. Long, lingering, flavor-saturated finish that foregrounds tomato, pomegranate and cocoa notes.",12 ounces,$24.00,,24.0,22.56
102,$16.70/12 ounces,"Crisply sweet-tart, nut-toned. Red apple, almond brittle, magnolia, lemon zest, cedar in aroma and cup. Sweet-tart structure with brisk acidity; delicate, satiny mouthfeel. Quiet, gently nut-toned finish.",12 ounces,$16.70,,16.7,15.697999999999999
103,$26.00/12 ounces,"Deeply sweet, nut-toned. Cashew butter, cocoa nib, date, tiger lily, fresh-cut fir in aroma and cup. Crisply sweet structure with balanced acidity; delicate, silky mouthfeel. Creamy cashew notes lead the short finish with tiger lily and date resurfacing in the long.",12 ounces,$26.00,,26.0,24.439999999999998
104,$25.00/14 ounces,"Crisply sweet, fruit-toned. Dried plum, hazelnut, cocoa powder, marjoram, fresh-cut fir in aroma and cup. Sweet-toned structure with gently fruity acidity; crisp, silky mouthfeel. The finish consolidates to cocoa-toned marjoram with hints of hazelnut.",14 ounces,$25.00,,25.0,23.5
105,$19.00/12 ounces,"Deeply sweet, crisply chocolaty. Baking chocolate, almond nougat, pear, fresh-cut oak, pink grapefruit zest in aroma and cup. Sweet-toned structure with brisk acidity; full, syrupy-smooth mouthfeel. The finish centers around notes of almond nougat and pink grapefruit zest.",12 ounces,$19.00,,19.0,17.86
106,$22.00/12 ounces,"Richly chocolaty, deep-toned. Dark chocolate, hop flowers, black cherry, cinammon, fresh-cut cedar in aroma and cup. Bittersweet structure with gentle, round acidity; plush, creamy mouthfeel. Chocolaty finish with supporting notes of hop flowers and cinnamon.",12 ounces,$22.00,,22.0,20.68
107,NT $850/240 grams,"Richly fruit-driven, sweetly herbaceous. Lychee, passionfruit, baking chocolate, lemon verbena, agave syrup in aroma and cup. Brightly sweet-tart structure with high-toned acidity; smooth, velvety mouthfeel. The finish consolidates to notes of lemon verbena and agave syrup. ",240 grams,NT $850,NT ,850.0,
108,$16.95/16 ounces,"Delicately sweet, subtly complex. Dried apricot, cocoa nib, freesia-like flowers, cedar, tangerine zest in aroma and cup. Richly bittersweet structure with balanced acidity; full, syrupy-smooth mouthfeel. Cocoa-toned finish with dried apricot and tangerine notes.",16 ounces,$16.95,,16.95,15.932999999999998
109,$16.00/12 ounces,"Crisply sweet, balanced, spice-toned. Baking chocolate, almond butter, date, clove, magnolia in aroma and cup. Sweet structure with gentle, round acidity; plush, syrupy mouthfeel. Chocolaty nut tones in the finish supported by magnolia-like flowers.",12 ounces,$16.00,,16.0,15.04
110,$32.25/8 ounces,"Fruit-saturated, sweetly fermenty. Concord grape, dark chocolate, vanilla orchid, wine barrel, tangerine zest in aroma and cup. Brightly sweet-tart structure with juicy acidity; very full, satiny mouthfeel. Fruit-toned finish with notes of wine barrel into the long.",8 ounces,$32.25,,32.25,30.314999999999998
111,NT $350/8 ounces,"Evaluated as espresso. Deep-toned, sweetly savory. Dried fig, hop flowers, lemon verbena, dark chocolate, clove in aroma and small cup. Satiny-smooth mouthfeel; chocolaty finish with clove undertones. In cappuccino-scaled milk, spiced-toned chocolate notes are elevated, while fig and herb notes support.",8 ounces,NT $350,NT ,350.0,
112,NT $240/8 ounces,"Evaluated as espresso. Very sweet, floral, richly nutty. Black cherry, almond butter, dark chocolate, cedar, tangerine zest in aroma and small cup. Full, syrupy-smooth mouthfeel; chocolaty, nut-driven finish. In three parts milk, dark chocolate and almond butter take center stage, with support from pretty florals and citrus.",8 ounces,NT $240,NT ,240.0,
113,$22.00/12 ounces,"Evaluated as espresso. Richly fruit-toned, chocolaty. Tiramisu, raspberry coulis, almond butter, hop flowers, cedar in aroma and small cup. Viscous, satiny mouthfeel; crisply tart finish with notes of raspberry and cedar. In cappuccino-scaled milk, raspberry and creamy chocolate notes take center stage.",12 ounces,$22.00,,22.0,20.68
114,NT $350/4 ounces,"Enticingly sweet, deeply floral-toned. Lilac, cocoa nib, pomelo, amber, almond nougat in aroma and cup. Gently tart in structure with juicy, vibrant acidity; very satiny, smooth mouthfeel. Rich finish that harmoniously sustains all of the aromatics.",4 ounces,NT $350,NT ,350.0,
115,NT $300/4 ounces,"Fruit-centered, richly chocolaty. Dried mango, dark chocolate, Calla lily, sandalwood, hazelnut brittle in aroma and cup. Sweetly tart with bright, balanced acidity; syrupy, viscous mouthfeel. The confident finish is long and flavor-laden.",4 ounces,NT $300,NT ,300.0,
116,$25.50/12 ounces,"Elegantly bright, delicately juicy, richly aromatic. Cocoa nib, ginger flower, apricot, pink grapefruit zest, hint of thyme in aroma and cup. Sweet-tart structure with juicy acidity; plush, syrupy mouthfeel. Resonant, long, flavor-saturated finish.",12 ounces,$25.50,,25.5,23.97
117,NT $390/8 ounces,"Rich-toned, expressively layered, deeply sweet-savory. Ginger flower, toasted coconut, dried red currant, wild honey, cedar in aroma and cup. Savory-sweet structure with high-toned, vibrant acidity; plush, creamy mouthfeel. The long, intense finish is centered around notes of ginger and wild honey, with supporting notes of red currant and coconut.",8 ounces,NT $390,NT ,390.0,
118,$49.00/10 ounces,"Richly sweet-tart, deeply chocolaty. Dark chocolate, pomegranate, lemon verbena, agave syrup, pink grapefruit zest in aroma and cup. Sweetly tart structure with apple-like malic acidity; very full, smooth, viscous mouthfeel. The finish consolidates to notes of pomegranate and dark chocolate with undertones of pink grapefruit zest.",10 ounces,$49.00,,49.0,46.059999999999995
119,$29.00/4 ounces,"Elegantly fruit-toned, gently spice-driven. Date, clove, blood orange, baking chocolate, cedar in aroma and cup. Complex bittersweet structure with winey acidity; plush, syrupy mouthfeel. The resonant finish is centered around notes of date, blood orange and clove.",4 ounces,$29.00,,29.0,27.259999999999998
120,NT $500/8 ounces,"Rich-toned, chocolaty. Baking chocolate, black currant, freesia-like flowers, clove, agave syrup in aroma and cup. Sweet structure with gentle, round acidity; full, satiny mouthfeel. The delicate finish leads with chocolate and freesia in the short, clove and agave syrup in the crisp-toned long.",8 ounces,NT $500,NT ,500.0,
121,$25.00/12 ounces,"Crisply fruit-toned, chocolaty. Cocoa powder, black cherry, almond, cedar, orange zest in aroma and cup. Richly bittersweet structure with brisk acidity; full, velvety mouthfeel. Finish consolidates to notes of cocoa powder, orange zest and cedar.",12 ounces,$25.00,,25.0,23.5
122,NT $450/8 ounces,"Delicately rich, vibrantly sweet-savory. Wisteria, dark chocolate, lychee, candied orange zest, allspice in aroma and cup. Sweetly tart structure with full, syrupy mouthfeel. The long finish consolidates to notes of wisteria and allspice.",8 ounces,NT $450,NT ,450.0,
123,NT $750/230 grams,"Complex, multi-layered. Almond brittle, black cherry, dark chocolate, narcissus, mustard seed in aroma and small cup. Sweetly savory with juicy acidity; syrupy-smooth, lively mouthfeel. Resonant, long, flavor-saturated finish consolidates to suggestions of black cherry and almond brittle. ",230 grams,NT $750,NT ,750.0,
124,$19.00/12 ounces,"Evaluated as espresso. Deeply chocolaty, sweetly earthy. Dark chocolate, date, graphite, lemon verbena, candied violet in aroma and small cup. Crisp, satiny mouthfeel; richly chocolaty and gently herbaceous finish. Chocolate takes the stage in cappuccino-scaled milk, with support from notes of date and lemon verbena.",12 ounces,$19.00,,19.0,17.86
125,$30.00/4 ounces,"Delicately sweet-tarty, fruity and lively. Baking chocolate, pomegranate, lime zest, cashew butter, oak in aroma and cup. Sweet-tart structure with gently bright, winey acidity; crisp, silky mouthfeel. Baking chocolate and lime zest are central in the finish.",4 ounces,$30.00,,30.0,28.2
126,$27.00/14 ounces,"Bright, richly sweet, complex. Red currant, jasmine, dark chocolate, tangerine zest, maple syrup in aroma and cup. Sweetly savory structure, with juicy-bright acidity. Crisply silky mouthfeel. The balanced, integrated finish is centered around notes of red currant and dark chocolate, with hints of tangerine zest into the long.",14 ounces,$27.00,,27.0,25.38
127,$19.50/10 ounces,"Sweetly tart, floral-toned. Tea rose, raspberry coulis, cocoa nib, watermelon rind, almond brittle in aroma and cup. High-toned structure with winey acidity; crisply satiny mouthfeel. Exceptionally long, harmonious finish that exhilaratingly extends the promise of the cup.",10 ounces,$19.50,,19.5,18.33
128,NT $2300/230 grams,"Evaluated as espresso. Crisply chocolaty, delicately fruit-forward. Goji berry, lemon balm, baking chocolate, cedar, magnolia in aroma and small cup. Creamy-smooth mouthfeel; crisply chocolaty finish supported by notes of lemon balm and cedar. In three parts milk, sweet herb tones are usurped by rich chocolate and goji berry.",230 grams,NT $2300,NT ,2300.0,
129,$27.00/14 ounces,"Balanced, richly sweet, spice-toned. Apricot, cocoa nib, lilac, coriander, amber in aroma and cup. Deep, sweet-savory structure with bright acidity; syrupy-smooth mouthfeel. The finish is both crisp and juicy, leading with notes of apricot and coriander in the short and rich, cocoa-toned florals in the long.",14 ounces,$27.00,,27.0,25.38
130,$47.95/8 ounces,"Richly chocolaty, harmoniously juicy and bright. Dark chocolate fudge, pomelo, star jasmine, cedar, marjoram in aroma and cup. Sweet-savory structure with complex, bittersweet acidity; full, creamy mouthfeel. Resonant, long, flavor-laden finish.",8 ounces,$47.95,,47.95,45.073
131,NT $400/8 ounces,"Tart-leaning, fruity-sweet. Raspberry, cocoa powder, nasturtium, fir, lemon drop in aroma and cup. Bittersweet structure with tart acidity; full, syrupy mouthfeel. Gently drying, wood-framed finish with raspberry undertones.",8 ounces,NT $400,NT ,400.0,
132,NT $400/8 ounces,"Evaluated as espresso. Very fruity and chocolaty. Blueberry, baking chocolate, cashew, thyme, oak in aroma and small cup. Creamy, viscous mouthfeel; crisply chocolaty finish with continuing suggestions of blueberry and oak. In three parts milk, fruit recedes and chocolate intensifies, supported by fresh-cut oak.",8 ounces,NT $400,NT ,400.0,
133,NT $400/8 ounces,"Juicy, bright, classic. Sweetly savory, deep-toned. Black currant, amber, brown sugar, magnolia, cedar in aroma and cup. Balanced, sweet-savory structure with vibrant acidity; syrupy-smooth mouthfeel. The resonant finish consolidates to cocoa-toned florals and fruit.",8 ounces,NT $400,NT ,400.0,
134,$16.95/12 ounces,"Chocolaty, richly nut-toned. Dark chocolate, hazelnut butter, red apple, gently scorched fir, gardenia in aroma and cup. Sweet structure with gentle, round acidity; full, satiny mouthfeel. Chocolaty finish with undertones of gently scorched fir and hazelnut.",12 ounces,$16.95,,16.95,15.932999999999998
135,$21.95/12 ounces,"Savory-sweet, richly aromatic. Red currant, candycap mushroom, tangerine zest, dark chocolate, cedar in aroma and cup. Savory-sweet structure with high-toned, juicy acidity; full, creamy mouthfeel. Chocolaty finish with notes of red currant and tangerine zest in the short, candycap mushroom in the long.",12 ounces,$21.95,,21.95,20.633
136,NT $550/200 grams,"Richly bittersweet, complex, fruit-driven. Chocolate fudge, dried apricot, candied mandarin zest, pistachio brittle, narcissus in aroma and cup. Invitingly bittersweet structure with high-toned, lively acidity; crisp, satiny mouthfeel. The finish centers around notes of chocolate fudge and dried apricot, with undertones of bittersweet mandarin zest into the long. ",200 grams,NT $550,NT ,550.0,
137,NT $550/200 grams,"Resonantly juicy, richly sweet-tart. Black currant, lavender, dark chocolate, Meyer lemon zest, fine musk in aroma and cup. Sweet-tart structure with vibrant, lively acidity; plush, syrupy mouthfeel. The finish is long, deep, rich, and crisply sweet. ",200 grams,NT $550,NT ,550.0,
138,$20.00/12 ounces,"Very sweet, floral-toned. Lilac, white nectarine, hazelnut, pink grapefruit zest, sandalwood in aroma and cup. Sweet-toned structure with balanced, bright acidity; very full, chewy mouthfeel. Floral-toned finish with supporting notes of pink grapefruit zest and sandalwood.",12 ounces,$20.00,,20.0,18.799999999999997
