,coffee_name,rating,rating_cat,est_price,aftertaste,aroma,body,flavor,agtron,blind_assessment,coffee_origin,notes,roast_level,roaster,roaster_location,url,clusters,max_match_key,Fruity,Tropical,Citrusy,Woody,Berry,Sweet,Candy,Nutty,Creamy,Herbal,Chocolaty,Floral,Texture,Character,Acidity / Spicy,Delicate,Bold,score
506,Ethiopia Durato Bombe,94,Very Good to Outstanding,$19.00/12 ounces,8,9,9,9,58/78,"Richly fruit-forward, deeply chocolaty. Dried mango, chocolate fudge, wisteria, cedar, pistachio in aroma and cup in aroma and cup. Sweetly tart structure with winy acidity; plush, syrupy mouthfeel. The rich-toned finish consolidates to notes of dried mango, chocolate fudge and cedar.","Bombe mountains, Sidama Region, southern Ethiopia","Coffees from the Sidama region like this one are produced from distinctive, largely indigenous Ethiopian landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Magnolia Coffee is a Charlotte-based specialty roaster whose mission is to use sustainably sourced coffees to make a difference in the lives of coffee workers and to foster a socially conscious community with cause-supporting coffees. Visit www.magnoliacoffeeco.com for more information.",Medium-Light,Magnolia Coffee,"Charlotte, North Carolina",https://www.coffeereview.com/review/ethiopia-durato-bombe/,0,Sweet,1,1,0,1,1,3,1,1,0,1,2,0,0,0,1,0,0,2
531,Panama Hacienda La Esmeralda Geisha Washed,95,Exceptional,NT $800/100 grams,9,9,9,9,46/60,"Richly chocolaty, floral-toned. Chocolate fudge, dried black cherry, roasted almond butter, narcissus, marjoram in aroma and cup. Deeply sweet structure with gentle but harmonious acidity; creamy, viscous mouthfeel. Chocolaty and richly floral finish, long and lingering.","Boquete growing region, western Panama","Coffee from trees of the botanical variety Geisha (also Gesha) grown on Price Peterson’s Hacienda La Esmeralda in Panama first introduced this extraordinary variety of Arabica to the world. This is a wet-processed or “washed” version, meaning the fruit skin and pulp were removed from the beans immediately after harvesting but before drying. GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]",Medium,GK Coffee,"Yilan, Taiwan",https://www.coffeereview.com/review/panama-hacienda-la-esmeralda-geisha-washed/,0,Creamy,1,0,0,0,0,0,1,1,2,2,2,1,1,0,1,0,1,3
535,Costa Rica Los Cedros,93,Very Good to Outstanding,$21.00/12 ounces,8,9,8,9,57/77,"Crisply sweet, balanced. Nectarine, caramelized almonds, freesia-like flowers, baking chocolate, cedar in aroma and cup. Sweet structure with bright, juicy acidity; velvety mouthfeel. Almond and chocolate-toned finish.","La Piedra de Rivas, Chirripó, Costa Rica","Produced by Don Joiner Alvarado of Finca Los Cedros, from trees of the Caturra and Catuaí varieties of Arabica, and processed by the yellow honey method. With all honey processing methods, some sweet pulp or fruit flesh (“honey”) is allowed to adhere to the beans during drying. In the yellow honey variation, a thin layer of pulp is allowed to dry on the beans, more than with white honey, but less than is the case with red or black honey. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",Medium-Light,Temple Coffee,"Sacramento, California",https://www.coffeereview.com/review/costa-rica-los-cedros/,2,Bold,0,0,0,1,0,0,1,1,0,1,1,1,3,0,1,1,2,2
539,Kenya Karatu,94,Very Good to Outstanding,$23.50/12 ounces,8,9,9,9,60/76,"Richly aromatic, deep-toned, vibrant. Red currant, toffee, hazelnut, freesia, fresh-cut oak in aroma and cup. Juicy-sweet structure with bright acidity; plush, syrupy mouthfeel. The resonant finish consolidates to notes of toffee and hazelnut with a hint of freesia.","Kiambu County, Kenya","Produced by smallholding farmers of the Gitwe Farmer Cooperative Society, from trees of the SL-28, Batian, Ruiru 11 and K7 varieties of Arabica, and processed by the washed method. Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.",Medium-Light,Roadmap Coffeeworks,"Kiambu County, Kenya",https://www.coffeereview.com/review/kenya-karatu-2/,0,Sweet,1,0,0,1,1,2,1,2,0,1,0,0,1,1,1,1,1,2
549,Gigesa Ethiopia,94,Very Good to Outstanding,$19.00/12 ounces,8,9,9,9,56/74,"Complex, multi-layered, deeply sweet. Dark chocolate, date, butterscotch, ginger blossom, marjoram in aroma and cup. Sweetly tart structure with high-toned acidity; syrupy mouthfeel. The resonant finish centers around notes of date and dark chocolate.","Guji Zone, Oromia Region, Ethiopia",Southern Ethiopia coffees like this one are largely produced from distinctive landrace Ethiopian varieties of Arabica long grown there. This is a natural-processed version (dried in the whole fruit). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",https://www.coffeereview.com/review/gigesa-ethiopia-3/,0,Sweet,1,0,0,0,0,3,1,0,1,1,1,1,0,1,2,0,1,2
601,Peru Gesha,94,Very Good to Outstanding,$30.00/12 ounces,8,9,9,9,60/77,"Complex, multi-layered, richly aromatic. Blood orange, wisteria, black sage, dried apricot, caramelized walnut in aroma and cup. Sweetly bright structure with vibrant, balanced acidity; lively, silky-smooth mouthfeel. The resonant finish centers around notes of dried apricot and black sage.","Pacaybamba growing region, Peru","Produced by Feliciano Huayllas Candia of Kukipata Belen Farm entirely of the admired Gesha (also spelled Geisha) variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). This coffee took 11th place in the 2021 Peru Cup of Excellence Competition. SkyTop Coffee is a USDA certified-organic specialty coffee roaster based in Manlius, New York. For more information, visit skytopcoffee.com.",Medium-Light,SkyTop Coffee,"Manlius, New York",https://www.coffeereview.com/review/peru-gesha/,0,Nutty,1,0,1,0,0,0,1,2,0,1,0,0,2,2,1,2,2,2
615,Supernatural,95,Exceptional,$18.45/12 ounces,8,9,9,10,56/74,"Evaluated as espresso. Complex, richly tart, sweetly herbaceous. Watermelon candy, sassafras, star jasmine, dark chocolate, hint of eucalyptus in aroma and small cup. Viscous, syrupy mouthfeel; crisp, sweetly herbal finish. In cappuccino format, balanced, bright, deep, juicy and chocolaty.","Sidama Region, south-central Ethiopia","Produced by smallholding farmers around Durato Bombe Farm under the direction of Asefa and Mulugeta Dukamo largely from local landrace varieties of Arabica, and processed by the natural method (dried in the whole fruit). Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information.",Medium-Light,Barrington Coffee Roasting,"Lee, Massachusetts",https://www.coffeereview.com/review/supernatural/,0,Sweet,1,0,0,0,0,3,1,0,0,2,2,1,3,1,0,1,3,3
623,Ethiopia Keramo Natural,93,Very Good to Outstanding,$17.75/12 ounces,8,9,9,9,60/78,"Richly aromatic, deeply fruit-toned. Raspberry jam, almond nougat, lemon balm, cocoa nib, cedar in aroma and cup. Gently tart structure with pert acidity; plush, satiny mouthfeel. Crisp, fruity, cocoa-toned finish.","Sidama growing region, Ethiopia","Produced by smallholding farmers surrounding the Keramo Daye Bensa Washing Station owned by brothers Asefa and Mulugeta Dukamo from local heirloom varieties of Arabica, and processed by the natural method (dried in the whole fruit). Rusty Dog Coffee is a Madison, Wisconsin-based specialty coffee roaster. Visit www.rustydogcoffee.com for more information.",Medium-Light,Rusty Dog Coffee,"Madison, Wisconsin",https://www.coffeereview.com/review/ethiopia-keramo-natural/,0,Berry,1,0,1,1,2,2,1,1,0,1,1,0,1,2,1,1,2,2
625,Classic Blend,93,Very Good to Outstanding,$18.00/12 ounces,8,9,8,9,54/70,"Crisply sweet, richly savory. Cocoa nib, Asian pear, caramel, freesia-like flowers, fresh-cut oak in aroma and cup. Sweet structure with brisk acidity; full, syrupy-smooth mouthfeel. Quietly cocoa-toned finish with caramel undertones.",Nicaragua; Guatemala,"Produced by various smallholding farmers in Nicaragua and Guatemala from trees of the Caturra, Catuai, Bourbon, Catimor, Pacamara, Maracaturra, Pacas, and Typica varieties of Arabica, all processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Nostalgia Coffee Roasters is a woman-owned specialty coffee roaster founded by Taylor Fields in 2018 as a mobile café. Nostalgia is now focused on bringing exceptional coffee to folks around the world via its online store and wholesale program. Visit www.nostalgiacoffeeroasters.com for more information. ",Medium-Light,Nostalgia Coffee Roasters,"San Diego, California",https://www.coffeereview.com/review/classic-blend-3/,2,Sweet,1,0,0,1,0,2,1,0,0,1,1,1,3,0,1,1,2,2
652,Colombia Planadas Ibague,93,Very Good to Outstanding,$26.00/12 ounces,8,9,9,9,59/77,"Sweetly savory, fruit-driven. Candy apple, lime zest, baking chocolate, cedar, narcissus in aroma and cup. Bittersweet structure with brisk acidity; crisp, satiny mouthfeel. Finish consolidates to notes of chocolate and citrus.","Tolima Department, Colombia","Comprised entirely of the rare Pink Bourbon variety of Arabica and processed by the anaerobic natural method, in which fermentation of the whole fruit occurs in a hermetically sealed vessel. Jaunt Coffee Roasters is a San Diego-based roaster and café with an extensive coffee and food menu. Visit www.jauntcoffee.com for more information. ",Medium-Light,Jaunt Coffee Roasters,"San Diego, California",https://www.coffeereview.com/review/colombia-planadas-ibague/,0,Citrusy,1,0,2,1,0,0,1,0,0,1,1,0,1,1,2,1,1,2
659,The Godfather,92,Very Good to Outstanding,RM 120/350 grams,8,9,8,9,56/70,"Evaluated as espresso. Floral-toned, gently spicy. Freesia, baking chocolate, candied walnut, fresh-cut cedar, agave syrup in aroma and small cup. Crisply sweet structure with brisk acidity; lightly satiny mouthfeel. Bittersweet finish with notes of freesia and candied walnut. Crisply chocolaty in cappuccino-scaled milk.",Ethiopia; Panama; Peru,"A blend of coffees from Ethiopia, Panama and Peru. Madness Roastworks is a specialty coffee roaster, coffee shop, and coffee consulting firm based in Sabah, Malaysia. Visit www.facebook.com/madnessroastworks for more information.",Medium-Light,Madness Roastworks,"Kota Kinabalu, Sabah, Malaysia",https://www.coffeereview.com/review/the-godfather/,2,Acidity / Spicy,0,0,0,1,0,2,1,2,1,1,2,1,2,1,3,2,2,2
664,Ethiopia Gigesa Natural,93,Very Good to Outstanding,$15.95/12 ounces,8,9,9,9,58/76,"Fruit-centered, sweetly herbaceous. Bing cherry, marjoram, honeysuckle, salted caramel, fresh-cut oak in aroma and cup. Sweetly tart with brisk acidity; full, syrupy-smooth mouthfeel. The crisply sweet finish consolidates around notes of honeysuckle and oak.","Guji Zone, Oromia Region, Ethiopia","Southern Ethiopia coffees like this one are largely produced from distinctive landrace Ethiopian varieties of Arabica long grown in the region. This is a natural-processed version (dried in the whole fruit). Espresso Republic, founded in 2010, specializes in sourcing quality coffees and roasting them in small batches for both retail and wholesale customers. Visit www.espressorepublic.com for more information. ",Medium-Light,Espresso Republic,"Chino, California",https://www.coffeereview.com/review/ethiopia-gigesa-natural-2/,0,Sweet,2,0,0,1,0,4,1,0,0,3,0,0,3,0,2,1,2,4
667,Honduras Marcala,93,Very Good to Outstanding,$20.00/12 ounces,8,9,9,9,55/72,"Balanced, deeply sweet, rich-toned. Butterscotch, hazelnut, dark chocolate, apricot, freesia-like flowers in aroma and cup. Invitingly bittersweet structure with brisk acidity; very satiny mouthfeel. The finish centers around notes of butterscotch and hazelnut.","Marcala growing region, La Paz Department, Honduras","Produced by smallholding farmer of the RAOS Cooperative from trees of the Bourbon, Catuaí, Caturra, Lempira, Ihcafe 90 and Typica varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Handlebar Coffee was founded in Santa Barbara in 2011 but two former professional cyclists, and the couple now operate two coffee shops with a third on the way later this year. Visit www.handlebarcoffee.com for more information. ",Medium-Light,Handlebar Coffee,"Santa Barbara, California",https://www.coffeereview.com/review/honduras-marcala-2/,0,Nutty,1,0,0,0,0,0,1,2,1,1,1,1,0,1,2,1,0,2
685,Black Cold Brew,93,Very Good to Outstanding,$35.00/six 8-ounce cans,8,9,8,9,0/0,"A ready-to-drink black coffee, tested cold. Date, almond, caramel, freesia, bergamot. Sweet-toned with gentle, round acidity; velvety-smooth mouthfeel. Richly sweet, gentle finish. Combined with milk, this cold brew is caramelly and nut-toned with a hint of spice.",Ethiopia; Uganda; Colombia,"The coffee tied for the second-highest rating in a tasting of ready-to-drink black coffees for Coffee Review’s July 2021 tasting report. Prepared by the cold-brew method, which involves prolonged steeping of ground coffee in cold or room-temperature water and subsequent filtering. Contains no additives or ingredients other than coffee and water. The green coffee used is a blend of washed-process (fruit skin and flesh are removed from the beans before they are dried) coffees from Ethiopia, Uganda and Colombia. Visit www.bigshoulderscoffee.com or call 312-846-1439 for more information. ",Undetermined,Big Shoulders Coffee,"Chicago, Illinois",https://www.coffeereview.com/review/black-cold-brew/,2,Fruity,2,0,0,0,0,0,1,2,1,1,0,0,1,0,2,1,0,2
696,Ethiopia Guji Uraga Yabitu,92,Very Good to Outstanding,¥1280/100 grams,8,8,8,9,63/81,"Citrusy and sweetly herbaceous, cocoa-toned. Cocoa nib, marjoram, pink grapefruit zest, nougat, cedar in aroma and cup. Sweetly savory with juicy acidity; silky-smooth mouthfeel. The finish consolidates to notes of cocoa nib, marjoram and nougat.","Guji Zone, Oromia Region, southern Ethiopia",Guji is nestled next to Ethiopia's better-known Yirgacheffe and Sidamo growing regions. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Sunny’s Coffee is a café and roastery in the Tochigi Prefecture specializing in craft-roasted coffees and house-made food. Visit sunnyscoffee.thebase.in for more information. ,Light,Sunny's Coffee,"Tochigi, Japan",https://www.coffeereview.com/review/ethiopia-guji-uraga-yabitu/,2,Citrusy,2,0,3,1,0,0,1,0,0,3,1,0,3,0,1,3,0,4
