,desc_sub,review,est_price,name,roaster,roast,loc_country,origin,100g_USD,rating,review_date
66,"Elegantly bright, delicately juicy, richly aromati","Elegantly bright, delicately juicy, richly aromatic. Cocoa nib, ginger flower, apricot, pink grapefruit zest, hint of thyme in aroma and cup. Sweet-tart structure with juicy acidity; plush, syrupy mouthfeel. Resonant, long, flavor-saturated finish.",$25.50/12 ounces,Ethiopia Nano Genji,Temple Coffee,Light,United States,Ethiopia,7.5,95,September 2022
67,"Fruit-centered, richly chocolaty. Dried mango, dar","Fruit-centered, richly chocolaty. Dried mango, dark chocolate, Calla lily, sandalwood, hazelnut brittle in aroma and cup. Sweetly tart with bright, balanced acidity; syrupy, viscous mouthfeel. The confident finish is long and flavor-laden.",NT $300/4 ounces,Ethiopia Natural Sidama Abebe 74110,Kakalove Cafe,Light,Taiwan,Ethiopia,8.5,95,September 2022
68,"Enticingly sweet, deeply floral-toned. Lilac, coco","Enticingly sweet, deeply floral-toned. Lilac, cocoa nib, pomelo, amber, almond nougat in aroma and cup. Gently tart in structure with juicy, vibrant acidity; very satiny, smooth mouthfeel. Rich finish that harmoniously sustains all of the aromatics.",NT $350/4 ounces,Ethiopia Natural Guji TAMIRU 74158 Kakalove Lot,Kakalove Cafe,Light,Taiwan,Ethiopia,9.91,95,September 2022
69,"Evaluated as espresso. Very sweet, floral, richly ","Evaluated as espresso. Very sweet, floral, richly nutty. Black cherry, almond butter, dark chocolate, cedar, tangerine zest in aroma and small cup. Full, syrupy-smooth mouthfeel; chocolaty, nut-driven finish. In three parts milk, dark chocolate and almond butter take center stage, with support from pretty florals and citrus.",NT $240/8 ounces,Guatemala Washed Finca El General Lot SummerEnd Espresso,Kakalove Cafe,Medium-Light,Taiwan,Guatemala,3.4,94,September 2022
70,"Evaluated as espresso. Deep-toned, sweetly savory.","Evaluated as espresso. Deep-toned, sweetly savory. Dried fig, hop flowers, lemon verbena, dark chocolate, clove in aroma and small cup. Satiny-smooth mouthfeel; chocolaty finish with clove undertones. In cappuccino-scaled milk, spiced-toned chocolate notes are elevated, while fig and herb notes support.",NT $350/8 ounces,Guatemala Washed Acatenango Finca El General Pacamara Espresso,Kakalove Cafe,Medium-Light,Taiwan,Guatemala,4.96,94,September 2022
71,"Crisply sweet-tart, richly nut-toned. Pomegranate,","Crisply sweet-tart, richly nut-toned. Pomegranate, baking chocolate, hazelnut, lime zest, cedar in aroma and cup. Sweet-tart structure with gently bright, balanced acidity; crisp, satiny mouthfeel. Quiet finish centered around sweet nut and chocolate tones.",$22.00/12 ounces,Guatemala Los Santos,Temple Coffee,Medium-Light,United States,Guatemala,6.47,93,September 2022
72,"Richly chocolaty, deep-toned. Dark chocolate, hop ","Richly chocolaty, deep-toned. Dark chocolate, hop flowers, black cherry, cinammon, fresh-cut cedar in aroma and cup. Bittersweet structure with gentle, round acidity; plush, creamy mouthfeel. Chocolaty finish with supporting notes of hop flowers and cinnamon.",$22.00/12 ounces,Capitan Maragogype,Speckled Ax,Medium-Light,United States,Mexico,6.47,93,September 2022
73,"Deeply sweet, crisply chocolaty. Baking chocolate,","Deeply sweet, crisply chocolaty. Baking chocolate, almond nougat, pear, fresh-cut oak, pink grapefruit zest in aroma and cup. Sweet-toned structure with brisk acidity; full, syrupy-smooth mouthfeel. The finish centers around notes of almond nougat and pink grapefruit zest.",$19.00/12 ounces,Mexico Ozolotepec,Wonderstate Coffee,Medium-Light,United States,Mexico,5.58,93,September 2022
74,"Crisply sweet-tart, nut-toned. Red apple, almond b","Crisply sweet-tart, nut-toned. Red apple, almond brittle, magnolia, lemon zest, cedar in aroma and cup. Sweet-tart structure with brisk acidity; delicate, satiny mouthfeel. Quiet, gently nut-toned finish.",$16.70/12 ounces,Mexico FTO,Water Street Coffee,Medium-Light,United States,Mexico,4.91,91,September 2022
75,"Delicately fruit- and floral-toned. Magnolia, apri","Delicately fruit- and floral-toned. Magnolia, apricot, amber, cocoa nib, sandalwood in aroma and cup. Sweetly tart with gently bright acidity; vibrantly silky mouthfeel. Resonant finish that leads with notes of magnolia and apricot, rounding to cocoa and amber in the long.",$39.50/12 ounces,Geisha Spirit,Cafe Kreyol,Medium-Light,United States,Colombia,11.61,94,September 2022
76,"Multi-faceted, enticingly sweet-savory. Lychee, ca","Multi-faceted, enticingly sweet-savory. Lychee, cardamom, cocoa nib, fennel, star jasmine in aroma and cup. Savory-sweet structure with vibrantly juicy acidity; syrupy-smooth mouthfeel. Rich-toned, very long finish with leading notes of lychee and cardamom.",$80.00/8 ounces,Colombia Sudan Rume,Nostalgia Coffee Roasters,Light,United States,Colombia,35.27,95,September 2022
77,"Evaluated as espresso. Richly sweet, crisply choco","Evaluated as espresso. Richly sweet, crisply chocolaty. Dark chocolate, date, magnolia, oak, a hint of marjoram in aroma and small cup. Satiny mouthfeel; crisp, chocolaty finish. In cappuccino-scaled milk, deep chocolate notes are further animated, as are magnolia-like florals.",$23.00/8 ounces,Colombia Caldas Finca Villa Clara Supremo,CofFeeling,Medium-Light,Taiwan,Colombia,3.52,92,May 2021
78,"Evaluated as espresso. Richly sweet, crisply choco","Evaluated as espresso. Richly sweet, crisply chocolaty. Dark chocolate, hazelnut, candy apple, orange zest, fresh-cut cedar in aroma and cup. Satiny-smooth mouthfeel; resonant, chocolaty finish with hazelnut undertones. In three parts milk, chocolate notes are amplified but remain in balance with hazelnut and cedar suggestions.",$23.00/8 ounces,Sweet Waves Espresso,Kona View Coffee,Medium,Hawai'i,Hawai'I,10.14,93,September 2022
79,"Evaluated as espresso. Richly sweet, crisply choco","Evaluated as espresso. Richly sweet, crisply chocolaty. Dark chocolate, date, magnolia, oak, a hint of marjoram in aroma and small cup. Satiny mouthfeel; crisp, chocolaty finish. In cappuccino-scaled milk, deep chocolate notes are further animated, as are magnolia-like florals.",NT $250/227 grams,Colombia Caldas Finca Villa Clara Supremo,CofFeeling,Medium-Light,Taiwan,Colombia,3.52,92,May 2021
80,"Evaluated as espresso. Richly sweet, crisply choco","Evaluated as espresso. Richly sweet, crisply chocolaty. Dark chocolate, hazelnut, candy apple, orange zest, fresh-cut cedar in aroma and cup. Satiny-smooth mouthfeel; resonant, chocolaty finish with hazelnut undertones. In three parts milk, chocolate notes are amplified but remain in balance with hazelnut and cedar suggestions.",NT $250/227 grams,Sweet Waves Espresso,Kona View Coffee,Medium,Hawai'i,Hawai'I,10.14,93,September 2022
81,"Intricate, vibrantly floral, citrusy. Lilac, tange","Intricate, vibrantly floral, citrusy. Lilac, tangerine, almond brittle, sage, wild honey in aroma and cup. High-toned, harmonious structure with elegantly juicy acidity; full, creamy mouthfeel. Flavor-saturated, very long finish. ",$26.00/10 ounces,Colombia Pink Bourbon Filadelfia,Bird Rock Coffee Roasters,Light,United States,Colombia,9.17,95,September 2022
82,"Sweetly floral, richly aromatic. Magnolia, raspber","Sweetly floral, richly aromatic. Magnolia, raspberry, cocoa nib, lemon-thyme, agave syrup in aroma and cup. Sweetly tart structure with bright, juicy acidity; full, syrupy-smooth mouthfeel. The finish leads with notes of magnolia  and raspberry with distinct undertones of cocoa nib.",NT $275/200 grams,Ethiopia Washed Botabaa G1 Lot.22/01,Muka Coffee,Light,Taiwan,Ethiopia,4.4,93,September 2022
83,"Richly sweet-tart, high-toned. Apricot nectar, alm","Richly sweet-tart, high-toned. Apricot nectar, almond nougat, jasmine, cedar, cocoa nib in aroma and cup. Richly sweet-tart structure with juicy-bright acidity; very syrupy, vibrant mouthfeel. Cocoa-toned finish with undertones of apricot and cedar.",$20.00/12 ounces,Ethiopia Kayon Mountain,Yellow Brick Coffee,Medium-Light,United States,Ethiopia,5.88,94,September 2022
84,"Nuanced, multi-layered. Almond brittle, pomegranat","Nuanced, multi-layered. Almond brittle, pomegranate, dark chocolate, narcissus, lemon-thyme in aroma and small cup. Sweetly savory with juicy acidity; syrupy-smooth, vibrant mouthfeel with. Resonant, long, flavor-saturated finish. ",NT $600/227 grams,Kenya,CafeTaster,Medium-Light,Taiwan,Kenya,8.46,95,August 2022
85,"Rich-toned, chocolaty. Baking chocolate, cashew bu","Rich-toned, chocolaty. Baking chocolate, cashew butter, date, magnolia, orange zest in aroma and cup. Sweet-toned with gentle, round acidity; very full, creamy mouthfeel. Finish consolidates to notes of crisp baking chocolate and cashew.",NT $500/227 grams,Peru,CafeTaster,Medium-Light,Taiwan,Peru,7.05,92,August 2022
86,"Evaluated as espresso. Caramel, almond butter, yel","Evaluated as espresso. Caramel, almond butter, yellow plum, orange zest, cedar in aroma and small cup. Crisp, satiny mouthfeel; richly nut-driven finish. In three parts milk, almond and caramel tones commingle, supported by plum and cedar.",$17.00/12 ounces,Bella Carmona Guatemala,JBC Coffee Roasters,Medium-Light,United States,Guatemala,5.0,93,August 2022
87,"Deep-toned, complexly layered, vibrantly aromatic.","Deep-toned, complexly layered, vibrantly aromatic. Black cherry, honeysuckle, cocoa nib, sugar cane, lemon balm in aroma and cup. Richly bittersweet structure with tart, juicy acidity; crisp, satiny mouthfeel. Very long, nuanced, resonant finish.",$54.95/8 ounces,Karen J Kona Red Bourbon,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,22.02,96,August 2022
88,"Deeply lactic-sweet, rich-toned. Bubblegum, rhodod","Deeply lactic-sweet, rich-toned. Bubblegum, rhododendron, cocoa nib, fresh leather, grape candy in aroma and cup. Richly bittersweet structure with tangy, lactic acidity; delicate, lightly syrupy mouthfeel. The sweet, long finish consolidates to notes of bubblegum and cocoa nib with undertones of rhododendron.",$17.50/12 ounces,Nicaragua La Bastilla Estate Anaerobic,RamsHead Coffee Roasters,Medium-Light,United States,Nicaragua,5.14,93,August 2022
89,"Sweetly tart, fruit-driven, chocolaty. Berry melan","Sweetly tart, fruit-driven, chocolaty. Berry melange, dark chocolate, freesia-like flowers, cedar, pink peppercorn in aroma and cup. Brightly sweet with vibrant, high-toned acidity; lively, syrupy mouthfeel. Long, lingering, flavor-saturated finish, juicy and bright.",$22.00/12 ounces,Ethiopia Worka Sakaro,Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,6.47,95,August 2022
90,"Delicately aromatic, richly sweet. Narcissus, hone","Delicately aromatic, richly sweet. Narcissus, honey, apricot, almond, Meyer lemon zest in aroma and cup. Sweetly tart structure with gently bright, floral acidity; smooth, silky mouthfeel. The finish consolidates to notes of honey and almond with undertones of narcissus.",$22.00/12 ounces,Ethiopia Guji Hambela Dabaye,Jaunt Coffee Roasters,Medium-Light,United States,Ethiopia,6.47,93,August 2022
91,"Elegantly fruit-toned, very juicy. Ripe peach, dar","Elegantly fruit-toned, very juicy. Ripe peach, dark chocolate, blueberry jam, almond butter, a hint of wine barrel in aroma and cup. Sweetly tart structure with bright, malic acidity; very smooth, syrupy mouthfeel. Integrated, harmonious, long finish.",$28.50/12 ounces,Colombia Don Ruiz Anaerobic,Roadmap CoffeeWorks,Medium-Light,United States,Colombia,8.38,95,August 2022
92,"Spice-toned, richly sweet. White peach, nutmeg, tu","Spice-toned, richly sweet. White peach, nutmeg, tuberose, cocoa nib, fresh-cut fir in aroma and cup. Sweet structure with gentle, round acidity; full, syrupy-smooth mouthfeel. The finish leads with notes of cocoa nib and peach in the short, with fresh-cut fir and hints of tuberose resurfacing in the long.",NT $399/8 ounces,Sumatra Aceh Gayo Mountain Musara Honey Process,Buon Caffe,Medium-Light,Taiwan,Indonesia,5.65,93,August 2022
93,"Delicately fruit-toned, gently tart. Dark chocolat","Delicately fruit-toned, gently tart. Dark chocolate, strawberry, jasmine, cedar, pink grapefruit zest in aroma and cup. Sweetly tart structure with juicy acidity; crisp, satiny mouthfeel. Chocolaty, fruit-toned finish, with undertones of cedar.",NT $429/8 ounces,Ethiopia Guji Hambela Buku Saysa Natural Process,Buon Caffe,Light,Taiwan,Ethiopia,6.07,93,August 2022
94,"Massively floral, juicy, cocoa-toned. Distinct coc","Massively floral, juicy, cocoa-toned. Distinct cocoa, honeysuckle, tangerine, caramel, cashew in aroma and cup. Deeply sweet, savory-edged in structure, with deep, vibrant acidity. Full, syrupy mouthfeel. The finish is sweet and rich, carrying most notes from the cup far into the long. ",$24.00/12 ounces,Ethiopia Durato Bombe,Per’la Specialty Roasters,Light,United States,Ethiopia,7.05,95,August 2022
95,"Crisp, spicy, orange-toned. Spice box, black curra","Crisp, spicy, orange-toned. Spice box, black currant, orange, cocoa, a hint of sweet flowers in aroma and cup. Sweet-tart structure with a briskly savory edge; full, plump mouthfeel. Rich and round in the finish: orange, blackberry, a continued hint of flowers.  ",$12.00/12 ounces,Ethiopia Yirgacheffe Kochere,Cup to Cup Coffee Roasters,Medium-Light,United States,Ethiopia,3.53,93,August 2022
96,"Round, deep, yet delicately lively, sweetly nut-to","Round, deep, yet delicately lively, sweetly nut-toned. Roasted pistachio, caramel, date, lime, freesia in aroma and cup. Complexly layered structure with light-footed, engaging acidity; lightly satiny mouthfeel. Long, layered finish: lime and caramel.",NT $400/16 ounces,Ethiopia Botabaa,Evie's Cafe,Medium-Light,Taiwan,Ethiopia,2.83,93,August 2022
97,"Suavely bright, quietly lively, balanced. Tangerin","Suavely bright, quietly lively, balanced. Tangerine, hazelnut, cedar, cashew, floral vanilla in aroma and cup. Sweetly tart in structure; roundly bright acidity. Plush, buoyant mouthfeel. Impressive finish: deep, layered, vanilla with cedar and tangerine back notes.",NT $500/200 grams,Bean Series Ethiopia Guji Raro,St1 Cafe/Work Room,Light,Taiwan,Ethiopia,8.0,93,August 2022
98,"Richly spice- and fruit-toned. Nectarine, clove, n","Richly spice- and fruit-toned. Nectarine, clove, narcissus, cocoa nib, cedar in aroma and cup. Brightly sweet structure with vibrant, juicy acidity; full, syrupy-smooth mouthfeel. The balanced finish leads with notes of cocoa nib and nectarine, supported by clove, cedar and a hint of narcissus.",$21.00/12 ounces,Pantan Musara Sumatra,JBC Coffee Roasters,Medium-Light,United States,Indonesia,6.17,94,August 2022
99,"Gently fruit-toned, complex, multi-layered. Wild s","Gently fruit-toned, complex, multi-layered. Wild strawberry, honey, sandalwood, jasmine, fresh leather in aroma and cup. Sweetly tart structure with balanced, juicy acidity; very full, syrupy mouthfeel. The crisp finish centers on notes of strawberry and sandalwood with honey undertones.",$21.50/16 ounces,Sumatra Takengon Gayo Natural,Coffee By Design,Light,United States,Indonesia,4.74,94,August 2022
100,"Chocolaty, deep-toned. Baking chocolate, date, ced","Chocolaty, deep-toned. Baking chocolate, date, cedar, narcissus, almond in aroma and cup. Sweet structure with brisk acidity; velvety mouthfeel. The finish consolidates to notes of baking chocolate and cedar.",$18.50/16 ounces,Colombia Los Pinos Robeiro Sarmiento,Coffee By Design,Medium-Light,United States,Colombia,4.08,92,August 2022
101,"Richly sweet, floral- and fruit-toned. Apricot, st","Richly sweet, floral- and fruit-toned. Apricot, star jasmine, almond nougat, lemon balm, sandalwood in aroma and cup. Sweetly tart structure with delicately bright acidity; plush, syrupy mouthfeel. Long, lingering, flavor-laden finish.",$19.00/12 ounces,Nano Genji #7,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,95,July 2022
102,"Delicately bright, resonantly floral. Narcissus, c","Delicately bright, resonantly floral. Narcissus, cardamom, honey, bergamot, marjoram in aroma and cup. Balanced, sweetly tart structure with vibrant acidity; lively, silky mouthfeel. The long, flavor-laden finish leads with notes of bittersweet citrus and narcissus in the short; cardamom and honey resurface in the long.",$50.00/4 ounces,Panama Auromar Camilina Geisha Natural,Dragonfly Coffee Roasters,Medium-Light,United States,Panama,44.09,95,July 2022
