,review
129,crisp sweetly pungent deep dark chocolate apricot fresh cut cedar narcissus like flowers hazelnut in aroma and cup brisk but sweet in structure delicate silky mouthfeel long flavor saturated finish consolidates around apricot and flowers
130,richly floral and berry toned impeccably balanced violet blackberry honey clove salted chocolate in aroma and cup sweet tart structure with rounded lively acidity plush syrupy mouthfeel the finish leads with notes of violet and blackberry in the short modulating to salted chocolate in the long
131,richly sweet floral toned narcissus like flowers almond maple syrup apricot myrrh in aroma and cup sweetly tart in structure with bright juicy acidity delicate silky mouthfeel the richly drying finish is resonant with notes of amond and myrrh
132,evaluated as espresso produced as a ristretto ml ounce shot using a nespresso capsule espresso brewer with whole milk heated using a conventional steam wand sweetly bright intricate original peach sandalwood lemon tart baker s chocolate rhododendron like flowers in aroma and small cup delicately plump in mouthfeel long resonant peach and lemon saturated finish remains crisply tart in three parts milk with flavor consolidating around a subtle elegant dry chocolate
133,spice toned richly sweet honeysuckle pistachio baking spices apricot molasses in aroma and cup sweet savory in structure with balanced lively acidity plump syrupy mouthfeel the resonant finish leads with notes of apricot and honeysuckle in the short rounding to spice toned pistachio in the long
134,evaluated as espresso crisply sweet richly floral toned lavender dark chocolate red currant almond butter pink grapefruit zest in aroma and small cup delicate viscous mouthfeel richly drying finish centers around notes of tart fruit dark chocolate and bittersweet lavender like flowers chocolaty and floral in three parts milk with ongoing tart fruit notes as well
135,crisp delicate sweetly herbaceous roasted cacao nib lemon verbena almond brittle date freesia like flowers in aroma and cup sweetly tart structure with bright citrusy acidity delicate silky mouthfeel the resonant finish is crisply sweet and richly drying with notes of lemon verbena and cocoa nib
136,balanced richly sweet black cherry molasses cedar baker s chocolate lily like flowers in aroma and cup sweetly tart structure with brisk acidity crisp velvety mouthfeel notes of baker s chocolate and molasses frame the short finish while cedar and lily re emerge in the gently drying long
137,evaluated as espresso fruit toned chocolaty black cherry brandy dark chocolate sandalwood lavender in aroma and small cup crisp silky mouthfeel spice toned finish redolent of sandalwood a hint of sweet brandy like ferment lingers in three parts milk supported by deep chocolate notes and spicy aromatic wood
138,evaluated as espresso fruit toned crisply sweet tart ripe strawberry dark chocolate pink grapefruit zest salted caramel a hint of grapey spirits think grappa barrel in aroma and small cup velvety smooth mouthfeel resonant long fruit toned finish with a continued suggestion of grappa barrel in three parts milk richly sweet with notes of salted caramel and dark chocolate and a hint of berryish fruit
139,bright crisply sweet savory black currant honeysuckle ripe tomato spearmint cedar in aroma and cup equal parts sweet savory and tart in structure with lively acidity plush syrupy mouthfeel notes of black currant and honeysuckle carry the resonant flavor saturated finish
140,sweet toned richly savory baker s chocolate hazelnut butter narcissus date fresh cut fir in aroma and cup sweet savory structure with rounded gentle acidity satiny smooth mouthfeel the finish consolidates to baker s chocolate and aromatic wood notes with a hint of narcissus like flowers
141,evaluated as espresso elegantly fruit toned and floral dried apricot lychee sandalwood cashew butter honeysuckle in aroma and small cup plush creamy mouthfeel rich resonant finish driven predominantly by notes of dried apricot and sandalwood in three parts milk an intriguing marjoram like note surfaces along with notes of deep fruit aromatic wood and a distinct sweet floral
142,sweet deeply and complexly fruit toned very ripe strawberry pineapple guava dark chocolate distinct lavender like flowers aromatic cedar in aroma and cup roundly sweet in structure with a gentle and pleasing bitter edge full plush mouthfeel lavender and chocolate dominate in a faintly and pleasantly spirits tinged finish
143,evaluated as espresso chocolaty floral toned plumeria baker s chocolate tangerine zest fresh cut cedar tamarind in aroma and small cup crisp syrupy mouthfeel sweetly tart finish with notes of tamarind and baker s chocolate in three parts milk rich chocolate tones provide ballast for tart tamarind and plumeria notes elevate the whole with pervasive sweetness
144,bright rich toned deeply sweet tangerine zest almond paste lemon verbena honeysuckle apricot in aroma and cup sweetly herbaceous in structure with juicy bright acidity crisp satiny mouthfeel the citrusy finish is carried by notes of tangerine zest and lemon verbena
145,fruit forward richly sweet dried blueberry ginger hibiscus cedar honey in aroma and cup sweet toned in structure with round gentle acidity full viscous mouthfeel quiet finish with lingering notes of blueberry and cocoa nib
146,richly fruit toned deeply sweet dried raspberry dark chocolate cedar freesia honey in aroma and cup sweet tart in structure with lively acidity full syrupy mouthfeel the resonant finish consolidate to notes of dried berries and dark chocolate with undercurrents of fresh cut aromatic wood
147,intricate richly sweet lemon verbena raspberry roasted cacao nib maple syrup jasmine in aroma and cup sweetly tart structure with crisp acidity full syrupy mouthfeel the flavor saturated finish centers around lemon verbena and maple syrup
148,crisp sweetly nut toned almond brittle lilac black cherry fresh cut fir agave syrup in aroma and cup deeply sweet in structure with brisk acidity velvety smooth mouthfeel crisp and sweet in the finish centered around notes of black cherry and almond
149,crisply sweet savory coconut hibiscus star anise roasted cacao nib cedar in aroma and cup sweetly tart in structure with bright acidity delicate silky mouthfeel the finish centers around notes of coconut and hibiscus in the short with a hint of star anise in the long
150,delicately sweet savory lemon verbena pink peppercorn dried papaya honeysuckle baker s chocolate in aroma and cup the structure nicely balances sweet and savory satiny smooth mouthfeel the herb toned finish leads with notes of lemon verbena and papaya with baker s chocolate as a throughline
151,delicate intricate richly sweet dried jasmine mango chutney myrrh baker s chocolate bergamot in aroma and cup sweetly tart structure with lively acidity delicate satiny mouthfeel tart leaning rich toned finish characterized by notes of mango chutney and baker s chocolate
152,richly sweet spice toned black currant blood orange zest roasted cacao nib freesia like flowers sugar cane in aroma and cup sweet tart in structure with juicy bright acidity full syrupy mouthfeel the crisp resonant finish consolidates to cocoa toned black currant and freesia
153,evaluated as espresso richly sweet balanced floral toned dried jasmine concord grape fine musk mango tangerine zest in aroma and small cup lively silky smooth mouthfeel resonant flavor saturated finish in cappuccino scaled milk jasmine and mango notes are further amplified deepened by pungent musk underneath
154,deeply rich crisply sweet tart apricot pink grapefruit zest malt dark chocolate orange blossom in aroma and cup sweet savory in structure with juicy acidity satiny smooth mouthfeel the nuanced finish leads with notes of apricot and orange blossom in the short rounding to malt toned chocolate in the long
